Pin Count,Color Count,Strategy,GPU Mode,Initial Guess,Average Turns,Max Turns,Elapsed (s),Average Game Time (ms),CPU Scores,GPU Scores,Hist_00,Hist_01,Hist_02,Hist_03,Hist_04,Hist_05,Hist_06,Hist_07,Hist_08,Hist_09,Hist_10,Hist_11,Hist_12,Hist_13,Hist_14,Hist_15,Hist_16,Hist_17,Hist_18,Hist_19,Hist_20,Hist_21,Hist_22,Hist_23,Hist_24,Hist_25,Hist_26,Hist_27,Hist_28,Hist_29,Hist_30,Hist_31,Max Secret,Total Codewords,Git Commit Date,Git Commit Hash,Git Branch
8,6,First One,,66554321,6.66624,11,7.70951,0.00459005,282530746,0,0,1,41,915,14951,135855,539172,715349,248592,23818,904,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15362146,1679616,2020-12-06 17:35:57 -0800,9b3fd34,master
8,6,First One,,66554432,6.56748,12,5.63257,0.00335349,286380636,0,0,1,43,1028,17377,165374,594508,668957,210264,21229,811,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61121354,1679616,2020-12-06 17:35:57 -0800,9b3fd34,master
8,6,First One,,66554433,6.56591,11,5.63092,0.00335251,287696572,0,0,1,43,1050,19026,173603,587583,656687,217157,23405,1034,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21111145,1679616,2020-12-06 17:35:57 -0800,9b3fd34,master
8,6,First One,,66654321,6.70929,12,5.61642,0.00334387,282060844,0,0,1,41,912,14728,131522,519726,704011,276071,31375,1207,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61231415,1679616,2020-12-06 17:35:57 -0800,9b3fd34,master
8,6,First One,,66655432,6.62005,11,5.61117,0.00334075,285718403,0,0,1,43,1028,17041,156056,561683,679929,237614,25210,992,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11511243,1679616,2020-12-06 17:35:57 -0800,9b3fd34,master
8,6,First One,,66655443,6.5825,11,5.4966,0.00327254,286895447,0,0,1,43,1045,18895,171864,574361,662093,225871,24283,1137,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31111135,1679616,2020-12-06 17:35:57 -0800,9b3fd34,master
8,6,First One,,66655543,6.60211,11,5.50399,0.00327694,287578771,0,0,1,43,1041,18630,170882,566684,652541,240444,28095,1229,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31111135,1679616,2020-12-06 17:35:57 -0800,9b3fd34,master
8,6,First One,,66655544,6.62553,12,5.43114,0.00323356,287527206,0,0,1,43,1050,19129,174161,553217,636269,259166,34601,1910,66,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32211332,1679616,2020-12-06 17:35:57 -0800,9b3fd34,master
8,6,First One,,66665432,6.72823,12,5.7229,0.00340727,286660705,0,0,1,43,1009,15115,132265,510394,691672,291729,35882,1466,37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11511243,1679616,2020-12-06 17:35:57 -0800,9b3fd34,master
8,6,First One,,66665543,6.66678,11,6.72471,0.00400372,286962138,0,0,1,43,1032,17393,153149,531786,676033,266940,31763,1445,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31111135,1679616,2020-12-06 17:35:57 -0800,9b3fd34,master
8,6,First One,,66665544,6.68118,12,5.76017,0.00342945,286787428,0,0,1,43,1035,17857,159070,524065,656398,279940,39004,2128,71,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32211332,1679616,2020-12-06 17:35:57 -0800,9b3fd34,master
8,6,First One,,66665554,6.71687,12,5.7408,0.00341793,287117787,0,0,1,43,1007,17240,158533,506511,644405,302585,46532,2695,60,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32211332,1679616,2020-12-06 17:35:57 -0800,9b3fd34,master
8,6,First One,,66665555,6.88289,13,5.84335,0.00347898,280522019,0,0,1,40,893,14701,149221,430520,611923,375147,87228,9262,643,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43322443,1679616,2020-12-06 17:35:57 -0800,9b3fd34,master
8,6,First One,,66666543,6.79258,12,6.2503,0.00372127,280380513,0,0,1,40,934,14564,125486,481883,680222,323829,49808,2740,106,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55124612,1679616,2020-12-06 17:35:57 -0800,9b3fd34,master
8,6,First One,,66666554,6.78362,12,6.28733,0.00374332,281243758,0,0,1,40,930,15099,140506,482097,656231,324690,56012,3868,137,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32211332,1679616,2020-12-06 17:35:57 -0800,9b3fd34,master
8,6,First One,,66666555,6.92931,13,5.87905,0.00350024,275079138,0,0,1,38,853,13816,138109,419761,608635,387047,99575,11060,686,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43322443,1679616,2020-12-06 17:35:57 -0800,9b3fd34,master
8,6,First One,,66666654,6.97064,12,5.47149,0.00325758,266892333,0,0,1,33,739,11327,105590,417663,637462,405417,93228,7861,287,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32211332,1679616,2020-12-06 17:35:57 -0800,9b3fd34,master
8,6,First One,,66666655,7.06464,13,5.37182,0.00319825,263579436,0,0,1,32,694,10955,110394,381744,597595,428664,131497,16965,1025,46,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43322443,1679616,2020-12-06 17:35:57 -0800,9b3fd34,master
8,6,First One,,66666665,7.32706,13,5.28218,0.00314487,247041919,0,0,1,22,419,6365,66093,312859,550962,507348,201002,32361,2100,80,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43322443,1679616,2020-12-06 17:35:57 -0800,9b3fd34,master
8,6,First One,,66666666,7.91666,14,5.59576,0.00333157,236511784,0,0,1,8,150,2211,23703,183295,391407,548422,382982,127800,18404,1179,51,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54433554,1679616,2020-12-06 17:35:57 -0800,9b3fd34,master
